Datetime,Date,Time,Temp,pH ,mV[pH],ORP[mV],EC,EC Abs,RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],D.O.[%],D.O.[mg/L]
11/17/2021 7:07:17 p. m.,2021/11/17,7:07:17 p. m.,17.51,5.55,98.8,244.3,655,561,1.5,0.327,0.32,0,10.794,60.6,4.22
11/17/2021 7:07:22 p. m.,2021/11/17,7:07:22 p. m.,17.51,5.55,98.8,244.3,655,561,1.5,0.327,0.32,0,10.793,60.6,4.22
11/17/2021 7:07:27 p. m.,2021/11/17,7:07:27 p. m.,17.51,5.55,98.8,244.3,655,561,1.5,0.327,0.32,0,10.793,59.9,4.17
11/17/2021 7:07:32 p. m.,2021/11/17,7:07:32 p. m.,17.51,5.55,98.9,244.3,655,561,1.5,0.327,0.32,0,10.794,59.5,4.14
11/17/2021 7:07:37 p. m.,2021/11/17,7:07:37 p. m.,17.51,5.55,98.9,244.3,655,561,1.5,0.327,0.32,0,10.793,59.9,4.17
11/17/2021 7:07:42 p. m.,2021/11/17,7:07:42 p. m.,17.51,5.55,98.9,244.3,655,561,1.5,0.327,0.32,0,10.793,60.4,4.2
11/17/2021 7:07:47 p. m.,2021/11/17,7:07:47 p. m.,17.51,5.55,98.9,244.3,655,562,1.5,0.327,0.32,0,10.791,60.4,4.2
11/17/2021 7:07:52 p. m.,2021/11/17,7:07:52 p. m.,17.51,5.55,98.8,244.3,655,561,1.5,0.327,0.32,0,10.793,59.7,4.15
11/17/2021 7:07:57 p. m.,2021/11/17,7:07:57 p. m.,17.51,5.55,98.9,244.3,655,562,1.5,0.327,0.32,0,10.791,59,4.11
11/17/2021 7:08:02 p. m.,2021/11/17,7:08:02 p. m.,17.51,5.55,98.9,244.3,655,561,1.5,0.327,0.32,0,10.791,58.5,4.07
11/17/2021 7:08:07 p. m.,2021/11/17,7:08:07 p. m.,17.51,5.55,98.9,244.3,655,561,1.5,0.327,0.32,0,10.791,58.2,4.05
11/17/2021 7:08:12 p. m.,2021/11/17,7:08:12 p. m.,17.51,5.55,98.9,244.4,655,561,1.5,0.327,0.32,0,10.792,57.7,4.01
11/17/2021 7:08:17 p. m.,2021/11/17,7:08:17 p. m.,17.51,5.55,98.8,244.4,655,561,1.5,0.327,0.32,0,10.79,57.8,4.02
11/17/2021 7:08:22 p. m.,2021/11/17,7:08:22 p. m.,17.51,5.55,98.8,244.4,655,561,1.5,0.327,0.32,0,10.79,58.1,4.04
11/17/2021 7:08:27 p. m.,2021/11/17,7:08:27 p. m.,17.51,5.55,98.9,244.4,655,561,1.5,0.327,0.32,0,10.791,58.1,4.04
11/17/2021 7:08:32 p. m.,2021/11/17,7:08:32 p. m.,17.51,5.55,98.9,244.4,655,561,1.5,0.327,0.32,0,10.792,58.3,4.06
11/17/2021 7:08:37 p. m.,2021/11/17,7:08:37 p. m.,17.51,5.55,98.9,244.4,655,561,1.5,0.327,0.32,0,10.793,58.1,4.04
11/17/2021 7:08:42 p. m.,2021/11/17,7:08:42 p. m.,17.51,5.55,98.8,244.4,655,561,1.5,0.327,0.32,0,10.793,58.2,4.05
11/17/2021 7:08:47 p. m.,2021/11/17,7:08:47 p. m.,17.51,5.55,98.8,244.4,655,562,1.5,0.327,0.32,0,10.793,58.1,4.04
11/17/2021 7:08:52 p. m.,2021/11/17,7:08:52 p. m.,17.51,5.55,98.8,244.4,655,561,1.5,0.327,0.32,0,10.791,58.3,4.06
11/17/2021 7:08:57 p. m.,2021/11/17,7:08:57 p. m.,17.51,5.55,98.8,244.4,655,561,1.5,0.327,0.32,0,10.794,58.7,4.08
11/17/2021 7:09:02 p. m.,2021/11/17,7:09:02 p. m.,17.51,5.55,98.8,244.4,655,561,1.5,0.327,0.32,0,10.794,58.4,4.07
11/17/2021 7:09:07 p. m.,2021/11/17,7:09:07 p. m.,17.51,5.55,98.8,244.4,655,561,1.5,0.327,0.32,0,10.793,58.1,4.04
11/17/2021 7:09:12 p. m.,2021/11/17,7:09:12 p. m.,17.51,5.55,98.9,244.4,654,561,1.5,0.327,0.32,0,10.794,58,4.04
11/17/2021 7:09:17 p. m.,2021/11/17,7:09:17 p. m.,17.51,5.55,98.8,244.4,655,561,1.5,0.327,0.32,0,10.795,58.7,4.08
11/17/2021 7:09:22 p. m.,2021/11/17,7:09:22 p. m.,17.51,5.55,98.8,244.4,655,561,1.5,0.327,0.32,0,10.794,58.8,4.09
11/17/2021 7:09:27 p. m.,2021/11/17,7:09:27 p. m.,17.51,5.55,98.8,244.4,655,561,1.5,0.327,0.32,0,10.795,58.4,4.06
11/17/2021 7:09:32 p. m.,2021/11/17,7:09:32 p. m.,17.51,5.55,98.8,244.4,655,561,1.5,0.327,0.32,0,10.792,58,4.04
11/17/2021 7:09:37 p. m.,2021/11/17,7:09:37 p. m.,17.51,5.55,98.8,244.5,655,561,1.5,0.327,0.32,0,10.792,58.2,4.05
11/17/2021 7:09:42 p. m.,2021/11/17,7:09:42 p. m.,17.51,5.55,98.8,244.5,655,561,1.5,0.327,0.32,0,10.792,58.6,4.08
11/17/2021 7:09:47 p. m.,2021/11/17,7:09:47 p. m.,17.51,5.55,98.8,244.5,655,561,1.5,0.327,0.32,0,10.79,58.4,4.06
11/17/2021 7:09:52 p. m.,2021/11/17,7:09:52 p. m.,17.51,5.55,98.8,244.5,655,561,1.5,0.327,0.32,0,10.793,57.7,4.02
11/17/2021 7:09:57 p. m.,2021/11/17,7:09:57 p. m.,17.51,5.55,98.9,244.5,655,561,1.5,0.327,0.32,0,10.794,57.2,3.98
11/17/2021 7:10:02 p. m.,2021/11/17,7:10:02 p. m.,17.51,5.55,98.9,244.5,655,561,1.5,0.327,0.32,0,10.794,56.9,3.96
11/17/2021 7:10:07 p. m.,2021/11/17,7:10:07 p. m.,17.51,5.55,98.9,244.5,655,561,1.5,0.327,0.32,0,10.795,56.6,3.94
11/17/2021 7:10:12 p. m.,2021/11/17,7:10:12 p. m.,17.51,5.55,98.9,244.5,655,561,1.5,0.327,0.32,0,10.793,56.4,3.92
11/17/2021 7:10:17 p. m.,2021/11/17,7:10:17 p. m.,17.51,5.55,98.9,244.6,655,561,1.5,0.327,0.32,0,10.791,56.4,3.92
11/17/2021 7:10:22 p. m.,2021/11/17,7:10:22 p. m.,17.51,5.55,98.9,244.6,655,561,1.5,0.327,0.32,0,10.792,58.1,4.04
11/17/2021 7:10:27 p. m.,2021/11/17,7:10:27 p. m.,17.51,5.55,98.9,244.5,655,561,1.5,0.327,0.32,0,10.791,59.4,4.14
11/17/2021 7:10:32 p. m.,2021/11/17,7:10:32 p. m.,17.51,5.55,98.9,244.5,655,561,1.5,0.327,0.32,0,10.791,59.1,4.11
11/17/2021 7:10:37 p. m.,2021/11/17,7:10:37 p. m.,17.51,5.55,98.9,244.5,655,561,1.5,0.327,0.32,0,10.79,58.5,4.07
11/17/2021 7:10:42 p. m.,2021/11/17,7:10:42 p. m.,17.5,5.55,98.9,244.5,655,561,1.5,0.327,0.32,0,10.79,58.1,4.04
11/17/2021 7:10:47 p. m.,2021/11/17,7:10:47 p. m.,17.5,5.55,98.9,244.6,655,561,1.5,0.327,0.32,0,10.792,57.8,4.02
11/17/2021 7:10:52 p. m.,2021/11/17,7:10:52 p. m.,17.5,5.55,98.9,244.6,655,561,1.5,0.327,0.32,0,10.792,57.3,3.99
11/17/2021 7:10:57 p. m.,2021/11/17,7:10:57 p. m.,17.5,5.55,98.9,244.6,655,561,1.5,0.327,0.32,0,10.791,57.2,3.98
11/17/2021 7:11:02 p. m.,2021/11/17,7:11:02 p. m.,17.5,5.55,98.9,244.6,655,561,1.5,0.327,0.32,0,10.793,57.7,4.01
11/17/2021 7:11:07 p. m.,2021/11/17,7:11:07 p. m.,17.5,5.55,98.9,244.6,655,561,1.5,0.327,0.32,0,10.794,58.2,4.05
11/17/2021 7:11:12 p. m.,2021/11/17,7:11:12 p. m.,17.5,5.55,98.9,244.6,655,561,1.5,0.327,0.32,0,10.794,58.3,4.05
11/17/2021 7:11:17 p. m.,2021/11/17,7:11:17 p. m.,17.5,5.55,98.9,244.7,655,561,1.5,0.327,0.32,0,10.793,58.3,4.06
11/17/2021 7:11:22 p. m.,2021/11/17,7:11:22 p. m.,17.5,5.55,98.9,244.7,655,561,1.5,0.327,0.32,0,10.795,59.3,4.12
11/17/2021 7:11:27 p. m.,2021/11/17,7:11:27 p. m.,17.5,5.55,98.9,244.6,655,561,1.5,0.327,0.32,0,10.794,59.6,4.15
11/17/2021 7:11:32 p. m.,2021/11/17,7:11:32 p. m.,17.5,5.55,99.1,244.7,655,561,1.5,0.327,0.32,0,10.797,59.6,4.15
11/17/2021 7:11:37 p. m.,2021/11/17,7:11:37 p. m.,17.5,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.796,60,4.17
11/17/2021 7:11:42 p. m.,2021/11/17,7:11:42 p. m.,17.5,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.796,59.7,4.16
11/17/2021 7:11:47 p. m.,2021/11/17,7:11:47 p. m.,17.5,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.797,59.6,4.15
11/17/2021 7:11:52 p. m.,2021/11/17,7:11:52 p. m.,17.5,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.797,59.6,4.15
11/17/2021 7:11:57 p. m.,2021/11/17,7:11:57 p. m.,17.5,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.793,59.5,4.14
11/17/2021 7:12:02 p. m.,2021/11/17,7:12:02 p. m.,17.5,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.791,59.1,4.11
11/17/2021 7:12:07 p. m.,2021/11/17,7:12:07 p. m.,17.5,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.791,58.8,4.09
11/17/2021 7:12:12 p. m.,2021/11/17,7:12:12 p. m.,17.5,5.55,99.1,244.6,655,561,1.5,0.327,0.32,0,10.79,58.5,4.07
11/17/2021 7:12:17 p. m.,2021/11/17,7:12:17 p. m.,17.5,5.55,99.1,244.6,655,561,1.5,0.327,0.32,0,10.792,58.3,4.06
11/17/2021 7:12:22 p. m.,2021/11/17,7:12:22 p. m.,17.5,5.55,99.1,244.7,655,561,1.5,0.327,0.32,0,10.791,58.8,4.09
11/17/2021 7:12:27 p. m.,2021/11/17,7:12:27 p. m.,17.5,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.793,60.6,4.22
11/17/2021 7:12:32 p. m.,2021/11/17,7:12:32 p. m.,17.5,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.79,60.4,4.2
11/17/2021 7:12:37 p. m.,2021/11/17,7:12:37 p. m.,17.5,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.792,59.9,4.17
11/17/2021 7:12:42 p. m.,2021/11/17,7:12:42 p. m.,17.5,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.791,59.4,4.13
11/17/2021 7:12:47 p. m.,2021/11/17,7:12:47 p. m.,17.5,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.793,58.9,4.1
11/17/2021 7:12:52 p. m.,2021/11/17,7:12:52 p. m.,17.5,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.793,58.5,4.07
11/17/2021 7:12:57 p. m.,2021/11/17,7:12:57 p. m.,17.5,5.55,99.1,244.6,655,561,1.5,0.327,0.32,0,10.794,58.1,4.04
11/17/2021 7:13:02 p. m.,2021/11/17,7:13:02 p. m.,17.5,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.793,57.8,4.02
11/17/2021 7:13:07 p. m.,2021/11/17,7:13:07 p. m.,17.5,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.794,57.9,4.03
11/17/2021 7:13:12 p. m.,2021/11/17,7:13:12 p. m.,17.49,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.791,57.7,4.01
11/17/2021 7:13:17 p. m.,2021/11/17,7:13:17 p. m.,17.49,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.793,57.4,4
11/17/2021 7:13:22 p. m.,2021/11/17,7:13:22 p. m.,17.49,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.794,57.2,3.98
11/17/2021 7:13:27 p. m.,2021/11/17,7:13:27 p. m.,17.49,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.794,57.5,4
11/17/2021 7:13:32 p. m.,2021/11/17,7:13:32 p. m.,17.49,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.793,58,4.03
11/17/2021 7:13:37 p. m.,2021/11/17,7:13:37 p. m.,17.49,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.792,58.1,4.04
11/17/2021 7:13:42 p. m.,2021/11/17,7:13:42 p. m.,17.49,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.79,58,4.03
11/17/2021 7:13:47 p. m.,2021/11/17,7:13:47 p. m.,17.49,5.55,99,244.7,655,561,1.5,0.327,0.32,0,10.791,58.3,4.06
11/17/2021 7:13:52 p. m.,2021/11/17,7:13:52 p. m.,17.49,5.55,98.9,244.6,655,561,1.5,0.327,0.32,0,10.791,58.2,4.05
11/17/2021 7:13:57 p. m.,2021/11/17,7:13:57 p. m.,17.49,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.793,57.9,4.03
11/17/2021 7:14:02 p. m.,2021/11/17,7:14:02 p. m.,17.49,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.794,57.8,4.02
11/17/2021 7:14:07 p. m.,2021/11/17,7:14:07 p. m.,17.49,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.792,57.6,4.01
11/17/2021 7:14:12 p. m.,2021/11/17,7:14:12 p. m.,17.49,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.794,57.4,4
11/17/2021 7:14:17 p. m.,2021/11/17,7:14:17 p. m.,17.49,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.795,58.4,4.07
11/17/2021 7:14:22 p. m.,2021/11/17,7:14:22 p. m.,17.49,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.795,58.3,4.06
11/17/2021 7:14:27 p. m.,2021/11/17,7:14:27 p. m.,17.49,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.796,58.1,4.05
11/17/2021 7:14:32 p. m.,2021/11/17,7:14:32 p. m.,17.49,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.795,58.5,4.07
11/17/2021 7:14:37 p. m.,2021/11/17,7:14:37 p. m.,17.49,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.793,58.4,4.06
11/17/2021 7:14:42 p. m.,2021/11/17,7:14:42 p. m.,17.49,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.791,59.6,4.15
11/17/2021 7:14:47 p. m.,2021/11/17,7:14:47 p. m.,17.49,5.55,99.1,244.6,655,561,1.5,0.327,0.32,0,10.793,61.3,4.26
11/17/2021 7:14:52 p. m.,2021/11/17,7:14:52 p. m.,17.49,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.792,61.5,4.28
11/17/2021 7:14:57 p. m.,2021/11/17,7:14:57 p. m.,17.49,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.793,61,4.25
11/17/2021 7:15:02 p. m.,2021/11/17,7:15:02 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.795,60.4,4.2
11/17/2021 7:15:07 p. m.,2021/11/17,7:15:07 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.794,59.7,4.15
11/17/2021 7:15:12 p. m.,2021/11/17,7:15:12 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.795,59.4,4.14
11/17/2021 7:15:17 p. m.,2021/11/17,7:15:17 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.797,59.6,4.15
11/17/2021 7:15:22 p. m.,2021/11/17,7:15:22 p. m.,17.49,5.55,99.1,244.6,655,561,1.5,0.327,0.32,0,10.795,59.2,4.12
11/17/2021 7:15:27 p. m.,2021/11/17,7:15:27 p. m.,17.49,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.798,58.7,4.09
11/17/2021 7:15:32 p. m.,2021/11/17,7:15:32 p. m.,17.49,5.55,99.1,244.6,655,561,1.5,0.327,0.32,0,10.796,59,4.11
11/17/2021 7:15:37 p. m.,2021/11/17,7:15:37 p. m.,17.49,5.55,99.1,244.6,655,561,1.5,0.327,0.32,0,10.795,60,4.18
11/17/2021 7:15:42 p. m.,2021/11/17,7:15:42 p. m.,17.49,5.55,99.1,244.6,655,561,1.5,0.327,0.32,0,10.794,60.6,4.22
11/17/2021 7:15:47 p. m.,2021/11/17,7:15:47 p. m.,17.49,5.55,99.1,244.6,655,561,1.5,0.327,0.32,0,10.795,59.7,4.16
11/17/2021 7:15:52 p. m.,2021/11/17,7:15:52 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.794,59.1,4.12
11/17/2021 7:15:57 p. m.,2021/11/17,7:15:57 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.796,59.2,4.12
11/17/2021 7:16:02 p. m.,2021/11/17,7:16:02 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.795,59.1,4.11
11/17/2021 7:16:07 p. m.,2021/11/17,7:16:07 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.796,58.7,4.09
11/17/2021 7:16:12 p. m.,2021/11/17,7:16:12 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.795,58.5,4.07
11/17/2021 7:16:17 p. m.,2021/11/17,7:16:17 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.795,58.1,4.05
11/17/2021 7:16:22 p. m.,2021/11/17,7:16:22 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.794,57.8,4.02
11/17/2021 7:16:27 p. m.,2021/11/17,7:16:27 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.794,57.5,4
11/17/2021 7:16:32 p. m.,2021/11/17,7:16:32 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.794,57,3.97
11/17/2021 7:16:37 p. m.,2021/11/17,7:16:37 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.793,56.7,3.95
11/17/2021 7:16:42 p. m.,2021/11/17,7:16:42 p. m.,17.49,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.795,56.4,3.92
11/17/2021 7:16:47 p. m.,2021/11/17,7:16:47 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.797,56.8,3.95
11/17/2021 7:16:52 p. m.,2021/11/17,7:16:52 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.796,57.2,3.98
11/17/2021 7:16:57 p. m.,2021/11/17,7:16:57 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.795,59,4.11
11/17/2021 7:17:02 p. m.,2021/11/17,7:17:02 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.794,59.2,4.12
11/17/2021 7:17:07 p. m.,2021/11/17,7:17:07 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.794,58.7,4.09
11/17/2021 7:17:12 p. m.,2021/11/17,7:17:12 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.794,58.3,4.06
11/17/2021 7:17:17 p. m.,2021/11/17,7:17:17 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.795,57.9,4.03
11/17/2021 7:17:22 p. m.,2021/11/17,7:17:22 p. m.,17.48,5.54,99.2,244.5,655,561,1.5,0.327,0.32,0,10.794,57.7,4.02
11/17/2021 7:17:27 p. m.,2021/11/17,7:17:27 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.796,57.3,3.99
11/17/2021 7:17:32 p. m.,2021/11/17,7:17:32 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.798,56.8,3.95
11/17/2021 7:17:37 p. m.,2021/11/17,7:17:37 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.797,56.4,3.93
11/17/2021 7:17:42 p. m.,2021/11/17,7:17:42 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.795,56.7,3.95
11/17/2021 7:17:47 p. m.,2021/11/17,7:17:47 p. m.,17.48,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.795,57.2,3.98
11/17/2021 7:17:52 p. m.,2021/11/17,7:17:52 p. m.,17.48,5.54,99.2,244.6,655,561,1.5,0.327,0.32,0,10.795,57.7,4.01
11/17/2021 7:17:57 p. m.,2021/11/17,7:17:57 p. m.,17.48,5.55,99.1,244.6,655,561,1.5,0.327,0.32,0,10.797,58,4.04
11/17/2021 7:18:02 p. m.,2021/11/17,7:18:02 p. m.,17.48,5.55,99.1,244.6,655,561,1.5,0.327,0.32,0,10.795,57.7,4.01
11/17/2021 7:18:07 p. m.,2021/11/17,7:18:07 p. m.,17.48,5.55,99,244.6,655,561,1.5,0.327,0.32,0,10.794,57.6,4.01
11/17/2021 7:18:12 p. m.,2021/11/17,7:18:12 p. m.,17.48,5.55,99.1,244.6,655,561,1.5,0.327,0.32,0,10.795,57.4,3.99
11/17/2021 7:18:17 p. m.,2021/11/17,7:18:17 p. m.,17.48,5.55,99.1,244.5,655,561,1.5,0.327,0.32,0,10.795,57,3.97
11/17/2021 7:18:22 p. m.,2021/11/17,7:18:22 p. m.,17.48,5.55,99.1,244.5,655,561,1.5,0.327,0.32,0,10.795,57,3.97
11/17/2021 7:18:27 p. m.,2021/11/17,7:18:27 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.797,57.1,3.97
11/17/2021 7:18:32 p. m.,2021/11/17,7:18:32 p. m.,17.48,5.54,99.2,244.5,655,561,1.5,0.327,0.32,0,10.797,56.8,3.95
11/17/2021 7:18:37 p. m.,2021/11/17,7:18:37 p. m.,17.48,5.55,99.1,244.5,655,561,1.5,0.327,0.32,0,10.795,56.4,3.93
11/17/2021 7:18:42 p. m.,2021/11/17,7:18:42 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.794,56.3,3.92
11/17/2021 7:18:47 p. m.,2021/11/17,7:18:47 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.793,55.9,3.89
11/17/2021 7:18:52 p. m.,2021/11/17,7:18:52 p. m.,17.48,5.54,99.2,244.5,655,561,1.5,0.327,0.32,0,10.794,56.2,3.91
11/17/2021 7:18:57 p. m.,2021/11/17,7:18:57 p. m.,17.48,5.54,99.2,244.5,655,561,1.5,0.327,0.32,0,10.795,58.9,4.1
11/17/2021 7:19:02 p. m.,2021/11/17,7:19:02 p. m.,17.48,5.55,99.1,244.5,655,561,1.5,0.327,0.32,0,10.795,59.8,4.16
11/17/2021 7:19:07 p. m.,2021/11/17,7:19:07 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.794,59.3,4.13
11/17/2021 7:19:12 p. m.,2021/11/17,7:19:12 p. m.,17.48,5.55,99.1,244.5,655,561,1.5,0.327,0.32,0,10.794,58.7,4.09
11/17/2021 7:19:17 p. m.,2021/11/17,7:19:17 p. m.,17.48,5.55,99,244.5,655,561,1.5,0.327,0.32,0,10.795,58.4,4.07
11/17/2021 7:19:22 p. m.,2021/11/17,7:19:22 p. m.,17.48,5.55,99.1,244.5,655,561,1.5,0.327,0.32,0,10.795,58.2,4.05
11/17/2021 7:19:27 p. m.,2021/11/17,7:19:27 p. m.,17.48,5.55,99.1,244.4,655,561,1.5,0.327,0.32,0,10.795,60,4.18
11/17/2021 7:19:32 p. m.,2021/11/17,7:19:32 p. m.,17.48,5.55,99.1,244.4,655,561,1.5,0.327,0.32,0,10.793,60,4.17
11/17/2021 7:19:37 p. m.,2021/11/17,7:19:37 p. m.,17.48,5.54,99.2,244.4,655,561,1.5,0.327,0.32,0,10.794,59.5,4.14
11/17/2021 7:19:42 p. m.,2021/11/17,7:19:42 p. m.,17.48,5.55,99.1,244.4,655,561,1.5,0.327,0.32,0,10.794,59.2,4.12
11/17/2021 7:19:47 p. m.,2021/11/17,7:19:47 p. m.,17.48,5.55,99.1,244.4,655,561,1.5,0.327,0.32,0,10.794,59.1,4.12
11/17/2021 7:19:52 p. m.,2021/11/17,7:19:52 p. m.,17.47,5.54,99.2,244.4,655,561,1.5,0.327,0.32,0,10.793,59.3,4.13
11/17/2021 7:19:57 p. m.,2021/11/17,7:19:57 p. m.,17.47,5.55,99.1,244.4,655,561,1.5,0.327,0.32,0,10.794,59,4.11
11/17/2021 7:20:02 p. m.,2021/11/17,7:20:02 p. m.,17.47,5.55,99.1,244.4,655,561,1.5,0.327,0.32,0,10.795,58.6,4.08
11/17/2021 7:20:07 p. m.,2021/11/17,7:20:07 p. m.,17.47,5.55,99.1,244.4,654,561,1.5,0.327,0.32,0,10.796,59.6,4.15
11/17/2021 7:20:12 p. m.,2021/11/17,7:20:12 p. m.,17.47,5.55,99.1,244.4,655,561,1.5,0.327,0.32,0,10.797,59.9,4.18
11/17/2021 7:20:17 p. m.,2021/11/17,7:20:17 p. m.,17.47,5.55,99.1,244.4,655,561,1.5,0.327,0.32,0,10.795,59.6,4.15
11/17/2021 7:20:22 p. m.,2021/11/17,7:20:22 p. m.,17.47,5.55,99.1,244.3,655,561,1.5,0.327,0.32,0,10.797,59.4,4.14
11/17/2021 7:20:27 p. m.,2021/11/17,7:20:27 p. m.,17.47,5.55,99,244.3,655,561,1.5,0.327,0.32,0,10.797,58.9,4.1
11/17/2021 7:20:32 p. m.,2021/11/17,7:20:32 p. m.,17.47,5.55,99.1,244.3,654,561,1.5,0.327,0.32,0,10.798,58.6,4.08
11/17/2021 7:20:37 p. m.,2021/11/17,7:20:37 p. m.,17.47,5.55,99.1,244.3,655,561,1.5,0.327,0.32,0,10.798,58.6,4.08
11/17/2021 7:20:42 p. m.,2021/11/17,7:20:42 p. m.,17.47,5.55,99.1,244.3,655,561,1.5,0.327,0.32,0,10.8,58.8,4.1
11/17/2021 7:20:47 p. m.,2021/11/17,7:20:47 p. m.,17.47,5.54,99.2,244.3,655,561,1.5,0.327,0.32,0,10.8,59.1,4.12
11/17/2021 7:20:52 p. m.,2021/11/17,7:20:52 p. m.,17.47,5.55,99.1,244.3,655,561,1.5,0.327,0.32,0,10.8,59.7,4.16
11/17/2021 7:20:57 p. m.,2021/11/17,7:20:57 p. m.,17.47,5.55,99.1,244.3,655,561,1.5,0.327,0.32,0,10.8,59.6,4.15
11/17/2021 7:21:02 p. m.,2021/11/17,7:21:02 p. m.,17.47,5.55,99.1,244.3,655,561,1.5,0.327,0.32,0,10.799,59.3,4.13
11/17/2021 7:21:07 p. m.,2021/11/17,7:21:07 p. m.,17.47,5.54,99.2,244.3,654,561,1.5,0.327,0.32,0,10.798,59.6,4.15
11/17/2021 7:21:12 p. m.,2021/11/17,7:21:12 p. m.,17.47,5.54,99.2,244.3,655,561,1.5,0.327,0.32,0,10.796,60.6,4.22
11/17/2021 7:21:17 p. m.,2021/11/17,7:21:17 p. m.,17.47,5.54,99.2,244.3,655,561,1.5,0.327,0.32,0,10.798,61,4.25
11/17/2021 7:21:22 p. m.,2021/11/17,7:21:22 p. m.,17.47,5.55,99.1,244.3,655,561,1.5,0.327,0.32,0,10.798,60.4,4.21
11/17/2021 7:21:27 p. m.,2021/11/17,7:21:27 p. m.,17.47,5.54,99.2,244.3,655,561,1.5,0.327,0.32,0,10.797,61.2,4.26
