Datetime,Date,Time,Temp,pH ,mV[pH],ORP[mV],EC uS/cm,EC Abs uS/cm,RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],D.O.[%],D.O.[mg/L],
11/22/2021 6:50:29 p. m.,2021/11/22,6:50:29 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.772,47.8,3.53,
11/22/2021 6:50:34 p. m.,2021/11/22,6:50:34 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.774,47.9,3.54,
11/22/2021 6:50:39 p. m.,2021/11/22,6:50:39 p. m.,14.63,4.88,133.8,309.2,688,552,1.5,0.344,0.34,0.0,10.774,48.0,3.55,
11/22/2021 6:50:44 p. m.,2021/11/22,6:50:44 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.773,48.0,3.54,
11/22/2021 6:50:49 p. m.,2021/11/22,6:50:49 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.772,47.7,3.52,
11/22/2021 6:50:54 p. m.,2021/11/22,6:50:54 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.774,47.6,3.52,
11/22/2021 6:50:59 p. m.,2021/11/22,6:50:59 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.770,47.7,3.52,
11/22/2021 6:51:04 p. m.,2021/11/22,6:51:04 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.772,47.9,3.54,
11/22/2021 6:51:09 p. m.,2021/11/22,6:51:09 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.772,48.0,3.54,
11/22/2021 6:51:14 p. m.,2021/11/22,6:51:14 p. m.,14.63,4.88,133.6,309.1,688,552,1.5,0.344,0.34,0.0,10.772,48.0,3.55,
11/22/2021 6:51:19 p. m.,2021/11/22,6:51:19 p. m.,14.63,4.88,133.6,309.1,688,552,1.5,0.344,0.34,0.0,10.770,48.1,3.55,
11/22/2021 6:51:24 p. m.,2021/11/22,6:51:24 p. m.,14.63,4.88,133.8,309.1,688,552,1.5,0.344,0.34,0.0,10.771,48.2,3.56,
11/22/2021 6:51:29 p. m.,2021/11/22,6:51:29 p. m.,14.63,4.88,133.6,309.1,688,552,1.5,0.344,0.34,0.0,10.771,48.3,3.56,
11/22/2021 6:51:34 p. m.,2021/11/22,6:51:34 p. m.,14.63,4.88,133.6,309.1,688,552,1.5,0.344,0.34,0.0,10.773,48.3,3.57,
11/22/2021 6:51:39 p. m.,2021/11/22,6:51:39 p. m.,14.63,4.88,133.6,309.1,688,552,1.5,0.344,0.34,0.0,10.772,48.4,3.57,
11/22/2021 6:51:44 p. m.,2021/11/22,6:51:44 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,48.5,3.58,
11/22/2021 6:51:49 p. m.,2021/11/22,6:51:49 p. m.,14.63,4.88,133.8,309.2,688,552,1.5,0.344,0.34,0.0,10.773,48.6,3.59,
11/22/2021 6:51:54 p. m.,2021/11/22,6:51:54 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.774,48.6,3.59,
11/22/2021 6:51:59 p. m.,2021/11/22,6:51:59 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.773,48.7,3.60,
11/22/2021 6:52:04 p. m.,2021/11/22,6:52:04 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.773,48.7,3.60,
11/22/2021 6:52:09 p. m.,2021/11/22,6:52:09 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.773,48.6,3.59,
11/22/2021 6:52:14 p. m.,2021/11/22,6:52:14 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.772,48.6,3.59,
11/22/2021 6:52:19 p. m.,2021/11/22,6:52:19 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.772,48.5,3.58,
11/22/2021 6:52:24 p. m.,2021/11/22,6:52:24 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.771,48.5,3.58,
11/22/2021 6:52:29 p. m.,2021/11/22,6:52:29 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,48.5,3.58,
11/22/2021 6:52:34 p. m.,2021/11/22,6:52:34 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.771,48.4,3.58,
11/22/2021 6:52:39 p. m.,2021/11/22,6:52:39 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.772,48.4,3.58,
11/22/2021 6:52:44 p. m.,2021/11/22,6:52:44 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.773,48.3,3.57,
11/22/2021 6:52:49 p. m.,2021/11/22,6:52:49 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,48.3,3.57,
11/22/2021 6:52:54 p. m.,2021/11/22,6:52:54 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.775,48.3,3.56,
11/22/2021 6:52:59 p. m.,2021/11/22,6:52:59 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.773,48.2,3.56,
11/22/2021 6:53:04 p. m.,2021/11/22,6:53:04 p. m.,14.63,4.88,133.6,309.1,688,552,1.5,0.344,0.34,0.0,10.774,48.2,3.56,
11/22/2021 6:53:09 p. m.,2021/11/22,6:53:09 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.773,48.1,3.55,
11/22/2021 6:53:14 p. m.,2021/11/22,6:53:14 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,48.1,3.55,
11/22/2021 6:53:19 p. m.,2021/11/22,6:53:19 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.773,47.9,3.54,
11/22/2021 6:53:24 p. m.,2021/11/22,6:53:24 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.770,47.7,3.52,
11/22/2021 6:53:29 p. m.,2021/11/22,6:53:29 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.771,47.5,3.51,
11/22/2021 6:53:34 p. m.,2021/11/22,6:53:34 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.769,47.3,3.49,
11/22/2021 6:53:39 p. m.,2021/11/22,6:53:39 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.771,47.1,3.47,
11/22/2021 6:53:44 p. m.,2021/11/22,6:53:44 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,47.0,3.47,
11/22/2021 6:53:49 p. m.,2021/11/22,6:53:49 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,47.0,3.47,
11/22/2021 6:53:54 p. m.,2021/11/22,6:53:54 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,47.0,3.47,
11/22/2021 6:53:59 p. m.,2021/11/22,6:53:59 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.771,46.7,3.45,
11/22/2021 6:54:04 p. m.,2021/11/22,6:54:04 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,46.4,3.43,
11/22/2021 6:54:09 p. m.,2021/11/22,6:54:09 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.772,46.6,3.44,
11/22/2021 6:54:14 p. m.,2021/11/22,6:54:14 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,47.0,3.47,
11/22/2021 6:54:19 p. m.,2021/11/22,6:54:19 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.771,47.3,3.50,
11/22/2021 6:54:24 p. m.,2021/11/22,6:54:24 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,47.8,3.53,
11/22/2021 6:54:29 p. m.,2021/11/22,6:54:29 p. m.,14.63,4.88,133.6,309.0,688,552,1.5,0.344,0.34,0.0,10.772,48.0,3.54,
11/22/2021 6:54:34 p. m.,2021/11/22,6:54:34 p. m.,14.63,4.88,133.6,308.9,688,552,1.5,0.344,0.34,0.0,10.774,48.1,3.56,
11/22/2021 6:54:39 p. m.,2021/11/22,6:54:39 p. m.,14.63,4.88,133.6,309.0,688,552,1.5,0.344,0.34,0.0,10.774,48.3,3.57,
11/22/2021 6:54:44 p. m.,2021/11/22,6:54:44 p. m.,14.63,4.88,133.6,309.0,688,552,1.5,0.344,0.34,0.0,10.774,48.4,3.58,
11/22/2021 6:54:49 p. m.,2021/11/22,6:54:49 p. m.,14.63,4.88,133.6,309.0,688,552,1.5,0.344,0.34,0.0,10.775,48.5,3.58,
11/22/2021 6:54:54 p. m.,2021/11/22,6:54:54 p. m.,14.63,4.88,133.5,309.0,688,552,1.5,0.344,0.34,0.0,10.774,48.5,3.58,
11/22/2021 6:54:59 p. m.,2021/11/22,6:54:59 p. m.,14.63,4.88,133.5,309.0,688,552,1.5,0.344,0.34,0.0,10.775,48.6,3.59,
11/22/2021 6:55:04 p. m.,2021/11/22,6:55:04 p. m.,14.63,4.89,133.5,308.9,688,552,1.5,0.344,0.34,0.0,10.774,48.7,3.60,
11/22/2021 6:55:09 p. m.,2021/11/22,6:55:09 p. m.,14.63,4.89,133.5,308.9,688,552,1.5,0.344,0.34,0.0,10.773,48.8,3.60,
11/22/2021 6:55:14 p. m.,2021/11/22,6:55:14 p. m.,14.63,4.89,133.5,309.0,688,552,1.5,0.344,0.34,0.0,10.774,48.8,3.61,
11/22/2021 6:55:19 p. m.,2021/11/22,6:55:19 p. m.,14.63,4.89,133.5,309.0,688,552,1.5,0.344,0.34,0.0,10.776,48.8,3.61,
11/22/2021 6:55:24 p. m.,2021/11/22,6:55:24 p. m.,14.62,4.88,133.5,309.1,688,552,1.5,0.344,0.34,0.0,10.776,48.8,3.61,
11/22/2021 6:55:29 p. m.,2021/11/22,6:55:29 p. m.,14.62,4.88,133.5,309.1,688,552,1.5,0.344,0.34,0.0,10.773,48.7,3.60,
11/22/2021 6:55:34 p. m.,2021/11/22,6:55:34 p. m.,14.63,4.88,133.6,309.1,688,552,1.5,0.344,0.34,0.0,10.771,48.5,3.58,
11/22/2021 6:55:39 p. m.,2021/11/22,6:55:39 p. m.,14.63,4.88,133.6,309.1,688,552,1.5,0.344,0.34,0.0,10.773,48.4,3.57,
11/22/2021 6:55:44 p. m.,2021/11/22,6:55:44 p. m.,14.63,4.88,133.5,309.1,688,552,1.5,0.344,0.34,0.0,10.773,48.3,3.57,
11/22/2021 6:55:49 p. m.,2021/11/22,6:55:49 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.773,48.4,3.57,
11/22/2021 6:55:54 p. m.,2021/11/22,6:55:54 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.773,48.4,3.58,
11/22/2021 6:55:59 p. m.,2021/11/22,6:55:59 p. m.,14.63,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,48.5,3.58,
11/22/2021 6:56:04 p. m.,2021/11/22,6:56:04 p. m.,14.63,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.770,48.6,3.59,
11/22/2021 6:56:09 p. m.,2021/11/22,6:56:09 p. m.,14.63,4.88,133.5,309.2,688,552,1.5,0.344,0.34,0.0,10.772,48.6,3.59,
11/22/2021 6:56:14 p. m.,2021/11/22,6:56:14 p. m.,14.62,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,48.6,3.59,
11/22/2021 6:56:19 p. m.,2021/11/22,6:56:19 p. m.,14.62,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.773,48.7,3.60,
11/22/2021 6:56:24 p. m.,2021/11/22,6:56:24 p. m.,14.62,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.773,48.9,3.61,
11/22/2021 6:56:29 p. m.,2021/11/22,6:56:29 p. m.,14.62,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.773,49.1,3.63,
11/22/2021 6:56:34 p. m.,2021/11/22,6:56:34 p. m.,14.62,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.772,49.2,3.63,
11/22/2021 6:56:39 p. m.,2021/11/22,6:56:39 p. m.,14.62,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.773,49.4,3.65,
11/22/2021 6:56:44 p. m.,2021/11/22,6:56:44 p. m.,14.62,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.773,49.6,3.66,
11/22/2021 6:56:49 p. m.,2021/11/22,6:56:49 p. m.,14.62,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.774,49.8,3.68,
11/22/2021 6:56:54 p. m.,2021/11/22,6:56:54 p. m.,14.62,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.774,50.0,3.70,
11/22/2021 6:56:59 p. m.,2021/11/22,6:56:59 p. m.,14.62,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,50.2,3.71,
11/22/2021 6:57:04 p. m.,2021/11/22,6:57:04 p. m.,14.62,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.773,50.4,3.72,
11/22/2021 6:57:09 p. m.,2021/11/22,6:57:09 p. m.,14.62,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.773,50.5,3.73,
11/22/2021 6:57:14 p. m.,2021/11/22,6:57:14 p. m.,14.62,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.775,50.6,3.74,
11/22/2021 6:57:19 p. m.,2021/11/22,6:57:19 p. m.,14.62,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.773,50.6,3.74,
11/22/2021 6:57:24 p. m.,2021/11/22,6:57:24 p. m.,14.62,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,50.6,3.74,
11/22/2021 6:57:29 p. m.,2021/11/22,6:57:29 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.771,50.7,3.74,
11/22/2021 6:57:34 p. m.,2021/11/22,6:57:34 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.772,50.7,3.75,
11/22/2021 6:57:39 p. m.,2021/11/22,6:57:39 p. m.,14.62,4.88,133.6,309.3,688,552,1.5,0.344,0.34,0.0,10.774,50.7,3.75,
11/22/2021 6:57:44 p. m.,2021/11/22,6:57:44 p. m.,14.62,4.88,133.6,309.3,688,552,1.5,0.344,0.34,0.0,10.773,50.8,3.75,
11/22/2021 6:57:49 p. m.,2021/11/22,6:57:49 p. m.,14.62,4.88,133.6,309.3,688,552,1.5,0.344,0.34,0.0,10.772,50.8,3.75,
11/22/2021 6:57:54 p. m.,2021/11/22,6:57:54 p. m.,14.62,4.88,133.6,309.3,688,552,1.5,0.344,0.34,0.0,10.773,50.8,3.75,
11/22/2021 6:57:59 p. m.,2021/11/22,6:57:59 p. m.,14.62,4.88,133.6,309.3,688,552,1.5,0.344,0.34,0.0,10.773,50.7,3.75,
11/22/2021 6:58:04 p. m.,2021/11/22,6:58:04 p. m.,14.62,4.88,133.6,309.3,688,552,1.5,0.344,0.34,0.0,10.774,50.7,3.74,
11/22/2021 6:58:09 p. m.,2021/11/22,6:58:09 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.773,50.6,3.74,
11/22/2021 6:58:14 p. m.,2021/11/22,6:58:14 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.773,50.5,3.73,
11/22/2021 6:58:19 p. m.,2021/11/22,6:58:19 p. m.,14.62,4.88,133.6,309.3,688,552,1.5,0.344,0.34,0.0,10.773,50.4,3.72,
11/22/2021 6:58:24 p. m.,2021/11/22,6:58:24 p. m.,14.62,4.88,133.6,309.3,688,552,1.5,0.344,0.34,0.0,10.774,50.2,3.71,
11/22/2021 6:58:29 p. m.,2021/11/22,6:58:29 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.773,50.1,3.70,
11/22/2021 6:58:34 p. m.,2021/11/22,6:58:34 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.772,49.9,3.69,
11/22/2021 6:58:39 p. m.,2021/11/22,6:58:39 p. m.,14.62,4.88,133.8,309.3,688,552,1.5,0.344,0.34,0.0,10.773,49.8,3.68,
11/22/2021 6:58:44 p. m.,2021/11/22,6:58:44 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.774,49.7,3.67,
11/22/2021 6:58:49 p. m.,2021/11/22,6:58:49 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.774,49.6,3.66,
11/22/2021 6:58:54 p. m.,2021/11/22,6:58:54 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.772,49.4,3.65,
11/22/2021 6:58:59 p. m.,2021/11/22,6:58:59 p. m.,14.62,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.774,49.1,3.63,
11/22/2021 6:59:04 p. m.,2021/11/22,6:59:04 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.773,48.9,3.62,
11/22/2021 6:59:09 p. m.,2021/11/22,6:59:09 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.774,48.8,3.60,
11/22/2021 6:59:14 p. m.,2021/11/22,6:59:14 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.773,48.6,3.59,
11/22/2021 6:59:19 p. m.,2021/11/22,6:59:19 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.773,48.5,3.59,
11/22/2021 6:59:24 p. m.,2021/11/22,6:59:24 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.773,48.5,3.58,
11/22/2021 6:59:29 p. m.,2021/11/22,6:59:29 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.772,48.4,3.58,
11/22/2021 6:59:34 p. m.,2021/11/22,6:59:34 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.774,48.4,3.57,
11/22/2021 6:59:39 p. m.,2021/11/22,6:59:39 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.774,48.3,3.57,
11/22/2021 6:59:44 p. m.,2021/11/22,6:59:44 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.776,48.2,3.56,
11/22/2021 6:59:49 p. m.,2021/11/22,6:59:49 p. m.,14.62,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.774,48.1,3.56,
11/22/2021 6:59:54 p. m.,2021/11/22,6:59:54 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.776,48.0,3.55,
11/22/2021 6:59:59 p. m.,2021/11/22,6:59:59 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.775,47.9,3.54,
11/22/2021 7:00:04 p. m.,2021/11/22,7:00:04 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.775,47.8,3.54,
11/22/2021 7:00:09 p. m.,2021/11/22,7:00:09 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.774,47.8,3.53,
11/22/2021 7:00:14 p. m.,2021/11/22,7:00:14 p. m.,14.62,4.88,133.8,309.3,688,552,1.5,0.344,0.34,0.0,10.772,47.7,3.52,
11/22/2021 7:00:19 p. m.,2021/11/22,7:00:19 p. m.,14.61,4.88,133.7,309.4,688,552,1.5,0.344,0.34,0.0,10.774,47.6,3.52,
11/22/2021 7:00:24 p. m.,2021/11/22,7:00:24 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.772,47.5,3.51,
11/22/2021 7:00:29 p. m.,2021/11/22,7:00:29 p. m.,14.62,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.772,47.4,3.51,
11/22/2021 7:00:34 p. m.,2021/11/22,7:00:34 p. m.,14.62,4.88,133.8,309.0,688,552,1.5,0.344,0.34,0.0,10.773,47.3,3.50,
11/22/2021 7:00:39 p. m.,2021/11/22,7:00:39 p. m.,14.62,4.88,133.7,309.0,688,552,1.5,0.344,0.34,0.0,10.774,47.2,3.49,
11/22/2021 7:00:44 p. m.,2021/11/22,7:00:44 p. m.,14.61,4.88,133.6,309.1,688,552,1.5,0.344,0.34,0.0,10.773,47.0,3.48,
11/22/2021 7:00:49 p. m.,2021/11/22,7:00:49 p. m.,14.61,4.88,133.7,309.0,688,552,1.5,0.344,0.34,0.0,10.773,47.0,3.47,
11/22/2021 7:00:54 p. m.,2021/11/22,7:00:54 p. m.,14.61,4.88,133.6,309.1,688,552,1.5,0.344,0.34,0.0,10.773,46.8,3.46,
11/22/2021 7:00:59 p. m.,2021/11/22,7:00:59 p. m.,14.61,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.771,46.7,3.45,
11/22/2021 7:01:04 p. m.,2021/11/22,7:01:04 p. m.,14.61,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.770,46.7,3.45,
11/22/2021 7:01:09 p. m.,2021/11/22,7:01:09 p. m.,14.61,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,46.6,3.44,
11/22/2021 7:01:14 p. m.,2021/11/22,7:01:14 p. m.,14.61,4.88,133.6,309.2,688,552,1.5,0.344,0.34,0.0,10.772,46.5,3.44,
11/22/2021 7:01:19 p. m.,2021/11/22,7:01:19 p. m.,14.61,4.88,133.6,309.3,688,552,1.5,0.344,0.34,0.0,10.772,46.4,3.43,
11/22/2021 7:01:24 p. m.,2021/11/22,7:01:24 p. m.,14.61,4.88,133.7,309.2,688,552,1.5,0.344,0.34,0.0,10.774,46.3,3.42,
11/22/2021 7:01:29 p. m.,2021/11/22,7:01:29 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.774,46.1,3.41,
11/22/2021 7:01:34 p. m.,2021/11/22,7:01:34 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.774,46.1,3.40,
11/22/2021 7:01:39 p. m.,2021/11/22,7:01:39 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.775,46.0,3.40,
11/22/2021 7:01:44 p. m.,2021/11/22,7:01:44 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.776,45.9,3.39,
11/22/2021 7:01:49 p. m.,2021/11/22,7:01:49 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.774,45.8,3.39,
11/22/2021 7:01:54 p. m.,2021/11/22,7:01:54 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.775,45.7,3.38,
11/22/2021 7:01:59 p. m.,2021/11/22,7:01:59 p. m.,14.61,4.88,133.6,309.3,688,552,1.5,0.344,0.34,0.0,10.774,45.6,3.37,
11/22/2021 7:02:04 p. m.,2021/11/22,7:02:04 p. m.,14.61,4.88,133.8,309.3,688,552,1.5,0.344,0.34,0.0,10.774,45.6,3.37,
11/22/2021 7:02:09 p. m.,2021/11/22,7:02:09 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.774,45.6,3.37,
11/22/2021 7:02:14 p. m.,2021/11/22,7:02:14 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.773,45.6,3.37,
11/22/2021 7:02:19 p. m.,2021/11/22,7:02:19 p. m.,14.61,4.88,133.8,309.3,688,552,1.5,0.344,0.34,0.0,10.773,45.7,3.38,
11/22/2021 7:02:24 p. m.,2021/11/22,7:02:24 p. m.,14.61,4.88,133.8,309.4,688,552,1.5,0.344,0.34,0.0,10.773,45.9,3.39,
11/22/2021 7:02:29 p. m.,2021/11/22,7:02:29 p. m.,14.61,4.88,133.7,309.4,688,552,1.5,0.344,0.34,0.0,10.774,46.0,3.40,
11/22/2021 7:02:34 p. m.,2021/11/22,7:02:34 p. m.,14.61,4.88,133.8,309.3,688,552,1.5,0.344,0.34,0.0,10.773,46.1,3.41,
11/22/2021 7:02:39 p. m.,2021/11/22,7:02:39 p. m.,14.61,4.88,133.8,309.3,688,552,1.5,0.344,0.34,0.0,10.776,46.2,3.42,
11/22/2021 7:02:44 p. m.,2021/11/22,7:02:44 p. m.,14.61,4.88,133.6,309.3,688,552,1.5,0.344,0.34,0.0,10.775,46.3,3.42,
11/22/2021 7:02:49 p. m.,2021/11/22,7:02:49 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.775,46.4,3.43,
11/22/2021 7:02:54 p. m.,2021/11/22,7:02:54 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.774,46.4,3.43,
11/22/2021 7:02:59 p. m.,2021/11/22,7:02:59 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.774,46.4,3.43,
11/22/2021 7:03:04 p. m.,2021/11/22,7:03:04 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.770,46.3,3.42,
11/22/2021 7:03:09 p. m.,2021/11/22,7:03:09 p. m.,14.61,4.88,133.6,309.3,688,552,1.5,0.344,0.34,0.0,10.772,46.2,3.41,
11/22/2021 7:03:14 p. m.,2021/11/22,7:03:14 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.771,46.1,3.40,
11/22/2021 7:03:19 p. m.,2021/11/22,7:03:19 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.773,45.9,3.40,
11/22/2021 7:03:24 p. m.,2021/11/22,7:03:24 p. m.,14.61,4.88,133.6,309.4,688,552,1.5,0.344,0.34,0.0,10.772,45.8,3.39,
11/22/2021 7:03:29 p. m.,2021/11/22,7:03:29 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.771,45.7,3.38,
11/22/2021 7:03:34 p. m.,2021/11/22,7:03:34 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.770,45.7,3.37,
11/22/2021 7:03:39 p. m.,2021/11/22,7:03:39 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.770,45.6,3.37,
11/22/2021 7:03:44 p. m.,2021/11/22,7:03:44 p. m.,14.61,4.88,133.7,309.3,688,552,1.5,0.344,0.34,0.0,10.772,45.7,3.37,
11/22/2021 7:03:49 p. m.,2021/11/22,7:03:49 p. m.,14.61,4.88,133.7,309.4,688,552,1.5,0.344,0.34,0.0,10.774,45.7,3.38,
11/22/2021 7:03:54 p. m.,2021/11/22,7:03:54 p. m.,14.61,4.88,133.8,309.4,688,552,1.5,0.344,0.34,0.0,10.775,45.7,3.38,
11/22/2021 7:03:59 p. m.,2021/11/22,7:03:59 p. m.,14.61,4.88,133.7,309.4,688,552,1.5,0.344,0.34,0.0,10.774,45.8,3.39,
